-1439743;-1
-1439729;1
-1439727;-1
-1439728;1
-1354364;-1
-1354363;1
#Fri Nov 09 2012 15:38:57 GMT+0100 (CET)
-1439743;0
-1439729;0
-1439728;0
-1439726;0
-1439742;0
-1439740;0
-1439725;0
-1439741;0
-1460895;0
-1439727;0
-380226;0
-1482062;1
-1354364;0
-1354362;0
-1354363;0
-1461803;-1
-1645036;0
-1461804;0
-1645046;0
-1645038;0
-1461806;1
-1461805;0
None;0
-1645037;0
-1645039;0
-1970151;1
-1970150;0
-1970152;0
-2065811;0
-1968634;0
-1956606;0
-2065812;1
-1450409;1
-1982237;0
-1958466;0
-1958469;0
-1347356;0
-1970153;0
-1958467;0
-1463354;0
-1956605;0
-1956604;0
-1958468;0
-1432716;0
-1432715;1
-1401913;0
-1401912;0
-1401911;0
-1354395;-2
-1347357;-1
-375385;0
-104197;0
-104199;0
-2007609;0
-1446601;0
-1645501;0
-2034530;0
-2007610;0
-2034553;0
-1446600;0
-1446602;0
-67229;0
-1189412;0
-2053602;-1
-2050235;0
-1976015;1
-1810095;0
-1975983;0
-1980623;0
-2044108;0
-2013861;1
-1386092;0
-1827605;0
-2050236;0
-2051503;0
-2050238;0
-2044106;1
-2054035;0
-2014475;0
-1357253;0
-2051504;0
-2013854;1
-2014058;-1
-2051475;0
-1400392;0
-2044109;1
-1823210;0
-1823209;0
-2053608;1
-1975946;0
-2014071;0
-2050234;0
-537212;0
-2110507;0
-2050237;0
-359103;0
-2013862;1
-2044107;0
-1980605;0
-1217143;0
-2044046;0
-1184156;0
-2013882;1
-1975962;-1
-2078075;0
-1975984;1
-2021660;0
-1994164;0
-2053622;0
-1702686;0
-2068060;0
-254448;0
-1021944;0
-2097465;0
-1505909;0
-2002476;0
-395648;0
-2067917;0
-1429265;0
-1359103;0
-1702794;0
-387174;0
-1518533;0
-2001627;0
-2077193;0
-1480706;0
-1306657;0
-64989;0
-1355166;0
-1959626;0
-1970114;0
-1468038;0
-1559611;0
-65802;0
-1410320;0
-2348672;0
-2020586;0
-1448379;0
-2407983;0
-1856825;0
-1702685;0
-1559612;0
-2033868;0
-2010128;0
-1972837;0
-400139;0
-2052748;0
-2051347;0
-2001632;0
-1699064;0
-2073879;0
-2001873;0
-1732518;0
-1994060;0
-2045862;0
-1389634;0
-414707;0
-1351890;0
-2004279;0
-2050027;0
-387155;0
-1518535;0
-2069644;0
-2166699;0
-1992544;0
-2045838;0
-415166;0
-2323242;0
-2005402;0
-409748;0
-2014842;0
-2337442;0
-2078696;0
-2044212;0
-2118655;0
-2020283;0
-392086;0
-1966728;0
-1972836;0
-1306722;0
-253115;0
-2063919;0
-400140;0
-2006292;0
-2012570;0
-1389597;0
-2164226;0
-1770071;0
-2350975;0
-64016;0
-415187;0
-1997309;0
-2054253;0
-415303;0
-390424;0
-2163776;0
-414666;0
-1306738;0
-2062244;0
-965357;0
-1306376;0
-1861751;0
-384026;0
-1924328;0
-2167044;0
-254475;0
-1229352;0
-2055176;0
-1430844;0
-381619;0
-381618;0
-1456703;0
-1457594;0
-1573138;0
-1702684;0
-1479604;0
-378712;0
-2022891;0
-1964820;0
-1501358;0
-380223;0
-253196;0
-2004712;0
-2020093;0
-2022087;0
-1533747;0
-1990007;0
-2046731;0
-450542;0
-1992363;0
-1392521;0
-410007;0
-1446288;0
-89787;0
-1138398;0
-2077768;0
-2066629;0
-2062318;0
-1514308;0
-1240443;0
-1492301;0
-2006315;0
-1389596;0
-2073877;0
-2098942;0
-2004266;0
-1492294;0
-63964;0
-2337756;0
-2034932;0
-407936;0
-1339207;0
-1856755;0
-253111;0
-2078266;0
-395655;0
-1280603;0
-1702798;0
-1980912;0
-79212;0
-89711;0
-391301;0
-2054289;0
-2351021;0
-1389119;0
-1277872;0
-2095376;0
-1649405;0
-1728137;0
-392723;0
-2099199;0
-393303;0
-1453342;0
-2087850;0
-1524592;0
-2079859;0
-1474286;0
-1417477;0
-1505886;0
-1278471;0
-1454738;0
-1430762;0
-1856759;0
-1851100;0
-2052747;0
-376315;0
-385814;0
-1268149;0
-1958570;0
-2020241;0
-1480708;0
-385506;0
-2018867;0
-1945369;0
-2072118;0
-1429266;0
-377828;0
-1470189;0
-2074110;0
-563446;0
-383263;0
-2024878;0
-62296;0
-1305936;0
-2073867;0
black;0
-2072731;0
-1492293;0
-2004211;0
-1963926;0
-87411;0
-2096832;0
-1138395;0
-1993181;0
-2026621;0
-2078073;0
-253122;0
-1581799;0
-2024830;0
-1699062;0
-2054460;0
-377830;0
-1699059;0
-1111356;0
-1581802;0
-1937018;0
-1708060;0
-2164225;0
-2022123;0
-1947070;0
-379652;0
-379649;0
-1974729;0
-1926239;0
-1261682;0
-1994271;0
-1970579;0
-2051350;0
-2473239;0
-2098940;0
-2078260;0
-2045887;0
-88714;0
-2014061;0
-386837;0
-1505874;0
-117619;0
-2016305;0
-1947069;0
-403560;0
-1027609;0
-1359032;0
-1138396;0
-1702844;0
-2051349;0
-378782;0
-2098944;0
-1362736;0
-1458725;0
-2069512;0
-2020242;0
-1972838;0
-1111354;0
-2087851;0
-1502684;0
-2002873;0
-1463217;0
-2022110;0
-376657;0
-379648;0
-367346;0
-1473825;0
-66751;0
-1389120;0
-1945370;0
-380224;0
-8238;0
-2018865;0
-253116;0
-2051353;0
-1996018;0
-2064018;0
-378788;0
-2080202;0
-1972834;0
-2053624;0
-2054436;0
red;0
-409015;0
-1998100;0
-1388951;0
-75036;0
-376659;0
-1480714;0
-380219;0
-407935;0
-2072733;0
-253113;0
-2134938;0
-1479602;0
-1994270;0
-2073878;0
-1987212;0
-414846;0
-1306379;0
-1749335;0
-541304;0
-2024840;0
-1567978;0
-415909;0
-1389113;0
-1979152;0
-103266;0
-395637;0
-2055185;0
-415204;0
-1400914;0
-79783;0
-446149;0
-1984561;0
-2099196;0
-2462894;0
-1995085;0
-1970633;0
-2034556;0
-414657;0
-386836;0
-1592357;0
-2048530;0
-1995972;0
-1379167;0
-1351889;0
-1702683;0
-1448461;0
-193211;0
-1110363;0
-2029857;0
-9469;0
-2118657;0
-2167388;0
-1354168;0
-2078268;0
-1306374;0
-405954;0
-1993180;0
-68722;0
-2045800;0
-1339238;0
-2002574;0
-1947445;0
-1573089;0
-19153;0
-1360976;0
-2062978;0
-1460779;0
-375547;0
-2045797;0
-2022845;0
-1284069;0
-1291664;0
-1870500;0
-1446285;0
-1423758;0
-2073868;0
-2001950;0
-1972842;0
-395642;0
-1398774;0
-2337753;0
-1992361;0
-2002897;0
-2045975;0
-2004273;0
-2034276;0
-2084599;0
-2351019;0
-1480713;0
-1944386;0
-2005762;0
-1728138;0
-1390607;0
-378713;0
-1998101;0
-1430847;0
-1455474;0
-2086312;0
-1994165;0
-1989946;0
-2029858;0
-1573090;0
-1389595;0
-2032850;0
-395878;0
-2458853;0
-2118656;0
-338617;0
-2045701;0
-1388602;0
-1945805;0
-78193;0
-417113;0
-1332295;0
-1359823;0
-2004376;0
-1331963;0
-1966727;0
-1524593;0
-1329506;0
-2007670;0
-1388950;0
-1937017;0
-1363364;0
-2034589;0
-2029609;0
-1994064;0
-2099197;0
-1631837;0
-1492319;0
-1388605;0
-2003740;0
-2019891;0
-2335675;0
-936876;0
-563447;0
-1387469;0
-2002475;0
-1964315;0
-1991234;0
-2054220;0
-1992359;0
-377334;0
-1973025;0
-2078729;0
-414243;0
-390617;0
-2067197;0
-2084601;0
-2528969;0
-403366;0
-1999580;0
-1944380;0
-1999836;0
-408983;0
-2098941;0
-1398775;0
-2078264;0
-385836;0
-445110;0
-2348674;0
-1991265;0
-2011972;0
-398680;0
-2001677;0
-2166553;0
-385803;0
-1702682;0
-1339185;0
-1984878;0
-1415737;0
-2024857;0
-2200284;0
-2079858;0
-1992556;0
-1457595;0
-1446291;0
-377831;0
-2080284;0
-1935510;0
-417111;0
-1446290;0
-62865;0
-2001963;0
-1401147;0
-1804632;0
-450532;0
-2001678;0
-387028;0
